ds,yhat,yhat_lower,yhat_upper
2023-02-25,2263.6134507821907,2003.7865713517333,2518.0328243489184
2023-02-26,2206.675154065926,1948.447395481761,2461.7720864149014
2023-02-27,2241.2271430935857,1972.6196820771484,2498.0720300693633
2023-02-28,2229.396983905522,1955.0164176921987,2486.2100941362573
2023-03-01,2222.6482544628097,1954.0663278605798,2484.8836975156246
2023-03-02,2244.0047415041527,1994.4141186872155,2506.204164423686
2023-03-03,2225.854918098564,1974.9507653576748,2473.9846155275563
2023-03-04,2272.20745980574,2017.2346724628862,2540.9656150621277
2023-03-05,2192.434993457888,1933.6900523711079,2445.560156831617
2023-03-06,2247.99881874708,1986.289576877395,2492.5288683199556
2023-03-07,2230.6366866395683,1983.8196292600774,2513.8086978179886
2023-03-08,2175.7996421804714,1909.4905629651453,2421.3089115245098
2023-03-09,2223.8717311830733,1960.2728598266626,2488.6346255022613
2023-03-10,2231.1667205856616,1967.4689155540718,2525.6799367389835
2023-03-11,2251.92344989303,1992.484286495772,2529.398252080764
2023-03-12,2201.4307749299082,1943.8796186925556,2475.282782123379
2023-03-13,2244.9556321002474,1979.2478856218597,2492.1010804440857
2023-03-14,2260.598340208142,2007.9952446542597,2528.3724980317634
2023-03-15,2184.722073704009,1920.9870537628199,2426.7519715341336
2023-03-16,2227.70565579681,1962.4233854221084,2478.435349555298
2023-03-17,2214.3323405447222,1946.3887592464782,2490.6457724863017
2023-03-18,2245.0157898693924,1996.5145934567756,2519.3704417810645
2023-03-19,2215.258068588544,1958.0760547510763,2467.8315918503968
2023-03-20,2239.696920059924,1966.0675686882469,2492.201797378989
2023-03-21,2251.996188261711,1991.6454583238929,2527.440162378532
2023-03-22,2214.870631060699,1946.2237991362445,2477.3006054149073
2023-03-23,2228.6809029131678,1935.7297135356387,2479.6584626022445
2023-03-24,2238.2659205932823,1982.3426862226422,2501.094654744681
2023-03-25,2256.7942719674397,1981.2656577971875,2511.0548036564383
2023-03-26,2204.490066577532,1928.1396540999065,2484.2820104449024
2023-03-27,2239.520669507213,1989.0848808676958,2505.0072495161157
2023-03-28,2224.643303277637,1967.119628949711,2500.302934850588
2023-03-29,2191.2390496881744,1931.6864823385051,2456.909914163523
2023-03-30,2243.6425284470074,1972.1047739344597,2507.9833464023336
2023-03-31,2241.967225660741,1998.2101515719783,2514.0896424403395
2023-04-01,2279.8586933935153,2003.951916572803,2557.65761634891
2023-04-02,2225.8879553671673,1932.2153095076924,2484.4531466163903
2023-04-03,2238.247229920067,1984.3800182769744,2488.516479308877
2023-04-04,2249.481965353341,1962.0137065380407,2542.9443027394404
2023-04-05,2184.7071155352355,1934.8225285100068,2440.178446709096
2023-04-06,2242.1839190054093,1981.9213816174258,2508.3538795658624
2023-04-07,2228.6880334424595,1964.7753999570377,2478.7761349845987
2023-04-08,2251.177969395819,1984.5865285591465,2514.4742530279377
2023-04-09,2176.9372243363105,1904.2188844204668,2430.689301657794
2023-04-10,2245.333366012869,1958.8571610209,2489.991252663639
2023-04-11,2224.779214379515,1958.3159513003957,2494.3552013580875
2023-04-12,2216.290099926484,1943.144150661144,2468.010034518978
2023-04-13,2242.5611059669363,1966.1775838931646,2492.839833527557
2023-04-14,2243.182773415899,1976.2602382138768,2511.795698974099
2023-04-15,2243.844218926577,1979.8406282285016,2509.5556316473094
2023-04-16,2198.938545061394,1927.224830726239,2451.731667972817
2023-04-17,2244.7359036046255,1972.9254115912058,2523.561494799193
2023-04-18,2232.2344885903412,1967.4802023426264,2468.7917835913163
2023-04-19,2176.679496329658,1923.974145703574,2436.3124910266615
2023-04-20,2232.376534426454,1967.4540874370136,2496.1141641372647
2023-04-21,2258.1741936492867,1999.8717213219197,2541.7694151354963
2023-04-22,2261.0334625503733,1993.529779368761,2513.371182788377
2023-04-23,2193.1814039419014,1941.6363077166477,2466.6773522889216
2023-04-24,2222.697484668389,1949.413352680489,2498.5744439328196
2023-04-25,2227.018174781524,1975.0390128408665,2483.9471736484334
2023-04-26,2164.900302363937,1904.3359067900828,2412.684522572023
2023-04-27,2248.08277004185,1972.5029579301238,2532.8317015026446
2023-04-28,2231.3905001846774,1951.8092740769966,2515.951231050196
2023-04-29,2263.9026554800644,2012.6323732269566,2517.238533811252
2023-04-30,2209.3798566632036,1952.7676282790771,2469.9095942096023
2023-05-01,2237.3602728975616,1980.4616029257638,2511.763613948214
2023-05-02,2237.7130966936875,1959.106554818172,2488.0103190681493
2023-05-03,2192.1053398851354,1918.6876524887316,2432.575180360331
2023-05-04,2256.153132786307,1993.4085307917808,2492.068525132104
2023-05-05,2228.6805415828812,1966.8533133810015,2497.596562605496
2023-05-06,2248.4742986486835,1972.3567192038636,2499.497013867144
2023-05-07,2214.115161509614,1960.2481393687442,2470.569580184134
2023-05-08,2217.1256493619167,1950.4018737952929,2482.528276147512
2023-05-09,2239.4180244588474,1952.5358381348533,2493.085852785314
2023-05-10,2214.0233761438035,1953.9982045216677,2479.291695374614
2023-05-11,2235.393255711443,1970.7099604078132,2503.1263733984097
2023-05-12,2260.889633211466,2000.733630995489,2519.0305967969007
2023-05-13,2247.5294905819537,1992.1245625638462,2505.793452949859
2023-05-14,2198.4184379187323,1954.9976604683666,2480.62783462257
2023-05-15,2240.466263423841,1989.553882736871,2507.161748727658
2023-05-16,2245.97115486388,1988.3303097551195,2503.896069681774
2023-05-17,2213.135576142059,1928.4190763948377,2479.6135224701957
2023-05-18,2236.572851662777,1974.2855931789416,2495.486487006974
2023-05-19,2220.2397685708765,1960.8651823694768,2488.7020892921537
2023-05-20,2264.273833860752,2019.156296839032,2548.660023850496
2023-05-21,2176.6771653584783,1922.9766327791851,2439.274905818283
2023-05-22,2263.5688898941503,1987.4222886886428,2548.9273604639043
2023-05-23,2248.200511460063,1959.2153915104088,2516.283475072259
2023-05-24,2223.199986861972,1949.3482382547368,2491.927468680286
2023-05-25,2260.3030066147885,1995.2662612747913,2529.573962444909
2023-05-26,2227.814355224167,1983.635729933828,2501.884072854434
2023-05-27,2269.080874542072,2021.1497150439059,2540.7314355361327
2023-05-28,2195.856100625037,1940.8434693359825,2465.0983067921975
2023-05-29,2245.653873669582,1976.7773569264289,2503.4187028788524
2023-05-30,2231.120273149604,1979.410515362828,2495.0200662367497
2023-05-31,2194.666298872119,1947.137195489614,2467.4418107682563
2023-06-01,2235.9960743779698,1985.9975403166081,2488.1387655529834
2023-06-02,2234.184777463447,1972.9117253467348,2502.286615377154
2023-06-03,2247.5870326195604,2005.6369148665378,2511.2095862638917
2023-06-04,2185.253095622673,1913.802379318835,2442.988590644854
2023-06-05,2224.4042669039795,1962.8731772466085,2486.919637674539
2023-06-06,2240.036113489254,1974.1034718608375,2487.0812393081615
2023-06-07,2195.3262193051128,1932.2504606530865,2449.997671785145
2023-06-08,2242.3961729918947,1962.2580147906547,2493.8970476686795
2023-06-09,2266.0723711875635,1994.2952155850128,2525.120099589362
2023-06-10,2261.619546589477,2000.8279683073224,2525.169803105651
2023-06-11,2218.338112024212,1964.1709948133869,2472.1530849139203
2023-06-12,2220.592235262157,1953.0776779977564,2502.8413283436985
2023-06-13,2231.9452541591218,1973.5312663896486,2482.9036581034525
2023-06-14,2208.9954076660256,1952.2601538251656,2458.8563269920905
2023-06-15,2246.9327031944595,1974.1121710147866,2511.924160212409
2023-06-16,2241.9882728649686,1979.5926735911216,2509.6488863434174
2023-06-17,2275.927622340909,2019.594062847797,2546.769784853518
2023-06-18,2222.915078813154,1959.9987533825906,2490.4480408445284
2023-06-19,2261.1072647119263,2003.842679768715,2526.8437698104453
2023-06-20,2237.5197177372274,1977.2438806964535,2491.437495984264
2023-06-21,2205.137248994175,1952.9768935076272,2482.2768536306803
2023-06-22,2249.4085381277305,1978.0322542412641,2515.265083900489
2023-06-23,2232.8916397487565,1982.252734532882,2480.1205650922725
2023-06-24,2237.036901200606,1962.0855773272904,2474.219099808699
2023-06-25,2199.8915234448964,1937.676667042694,2466.2048969864168
2023-06-26,2243.32373942259,1976.4052138291247,2503.6118556721913
2023-06-27,2224.05635884547,1959.7133727388575,2501.835774987575
2023-06-28,2197.876846921002,1924.1792817825547,2466.8370741703566
2023-06-29,2259.437316818339,2018.829915236059,2536.303675490176
2023-06-30,2235.098335066835,1961.2450468365744,2490.176741172251
2023-07-01,2273.8003732615534,2007.119582721167,2516.723951546707
2023-07-02,2223.510726470158,1981.0676674087963,2486.7519907761457
2023-07-03,2256.83561238387,1967.6663256508205,2509.3178012123894
2023-07-04,2237.2396440596763,1956.3184892966988,2483.2251715178872
2023-07-05,2188.9489163323406,1923.0641376060423,2445.2014101030513
2023-07-06,2239.180587871312,1966.3439554747542,2502.629887633433
2023-07-07,2258.7180613368064,1998.4513131695305,2519.1440544263837
2023-07-08,2255.291753167272,2010.109474021305,2531.3936752203667
2023-07-09,2226.0714713254374,1961.0876295802823,2487.660666645268
2023-07-10,2227.1487584792844,1968.228129016077,2474.2620062832343
2023-07-11,2240.398246553101,1967.5435702856255,2514.982523301344
2023-07-12,2223.6864998561255,1959.8552303360743,2464.940176236704
2023-07-13,2256.837309873081,2006.800022615172,2531.8215384371206
2023-07-14,2211.6272682260696,1956.5309873275924,2478.317902044656
2023-07-15,2277.881346235467,2010.3622882177635,2542.6560555215524
2023-07-16,2188.9724364767235,1908.0260651353324,2449.058614236013
2023-07-17,2253.9444641546656,1970.9079419322852,2524.115089752796
2023-07-18,2221.500778350121,1966.2423352127541,2485.762824882753
2023-07-19,2195.3405284933965,1936.7352198298267,2456.7882286631175
2023-07-20,2269.4560459000522,1996.753971986782,2537.7831228345
2023-07-21,2235.845191150408,1979.2974107437187,2501.696129067683
