ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,arrivals,arrivals_lower,arrivals_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,rainfall,rainfall_lower,rainfall_upper,temperature,temperature_lower,temperature_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2026-01-25,1796.122615553197,1712.738030701033,1897.672962308178,1740.380050004368,1851.6432203869535,7.866750161326831,7.866750161326831,7.866750161326831,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,11.93279105628027,11.93279105628027,11.93279105628027,0.0,0.0,0.0,1803.9893657145237
2026-01-26,1796.2865891251768,1711.7105921839027,1891.0863154180634,1740.4560571270063,1851.9703444733407,0.0702513140396297,0.0702513140396297,0.0702513140396297,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,4.136292208993068,4.136292208993068,4.136292208993068,0.0,0.0,0.0,1796.3568404392163
2026-01-27,1796.4505626971563,1706.3508836118594,1882.5601601688509,1740.5320642496442,1852.2974685597271,-3.611027859250636,-3.611027859250636,-3.611027859250636,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,0.4550130357028023,0.4550130357028023,0.4550130357028023,0.0,0.0,0.0,1792.8395348379056
2026-01-28,1796.614536269136,1693.8443953782562,1871.8385527681512,1740.6080713722827,1852.6094102082766,-14.272021974072297,-14.272021974072297,-14.272021974072297,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,-10.205981079118859,-10.205981079118859,-10.205981079118859,0.0,0.0,0.0,1782.3425142950637
2026-01-29,1796.7785098411155,1710.7854120060995,1890.637006485673,1740.68135541072,1852.9065751459327,0.6328200264438799,0.6328200264438799,0.6328200264438799,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,4.698860921397318,4.698860921397318,4.698860921397318,0.0,0.0,0.0,1797.4113298675593
2026-01-30,1796.942483413095,1699.0154924226508,1884.832375123297,1740.7519163649563,1853.203740083589,-3.5356502791574487,-3.5356502791574487,-3.5356502791574487,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,0.5303906157959896,0.5303906157959896,0.5303906157959896,0.0,0.0,0.0,1793.4068331339377
2026-01-31,1797.1064569850746,1683.7852394606557,1878.6283705238695,1740.8224773191928,1853.500905021246,-15.613407654087768,-15.613407654087768,-15.613407654087768,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,-11.547366759134329,-11.547366759134329,-11.547366759134329,0.0,0.0,0.0,1781.4930493309869
2026-02-01,1797.2704305570542,1717.0275291495016,1892.1308595568057,1740.893038273429,1853.798069958902,7.866750161341721,7.866750161341721,7.866750161341721,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,11.93279105629516,11.93279105629516,11.93279105629516,0.0,0.0,0.0,1805.137180718396
2026-02-02,1797.4344041290337,1705.3574082692146,1890.1914329282447,1740.9635992276653,1854.0952348965586,0.07025131406703086,0.07025131406703086,0.07025131406703086,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,4.136292209020469,4.136292209020469,4.136292209020469,0.0,0.0,0.0,1797.5046554431008
2026-02-03,1797.5983777010133,1702.9433299014574,1888.7358283827675,1741.034160181902,1854.392399834215,-3.6110278592427565,-3.6110278592427565,-3.6110278592427565,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,0.4550130357106819,0.4550130357106819,0.4550130357106819,0.0,0.0,0.0,1793.9873498417705
2026-02-04,1797.7623512729929,1693.5312632586827,1877.9873366986415,1741.1047211361383,1854.6895647718713,-14.272021974056548,-14.272021974056548,-14.272021974056548,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,-10.20598107910311,-10.20598107910311,-10.20598107910311,0.0,0.0,0.0,1783.4903292989363
2026-02-05,1797.9263248449727,1710.3782519920512,1889.9346149801138,1741.1713692168876,1854.9812112248528,0.63282002648226,0.63282002648226,0.63282002648226,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,4.698860921435699,4.698860921435699,4.698860921435699,0.0,0.0,0.0,1798.559144871455
2026-02-06,1798.090298416952,1706.9337812757178,1888.0269459760052,1741.2087430701379,1855.2691606035169,-3.535650279156334,-3.535650279156334,-3.535650279156334,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,0.530390615797104,0.530390615797104,0.530390615797104,0.0,0.0,0.0,1794.5546481377958
